Package,Flavor,Version,R_version,OS,architecture,other,version,revision,Date
audio,r-devel-linux-x86_64-debian-clang,0.1-10,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
BiasedUrn,r-devel-linux-x86_64-debian-clang,1.07,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
biclique,r-devel-linux-x86_64-debian-clang,1.0.5,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
Binarize,r-devel-linux-x86_64-debian-clang,1.3,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
BiTrinA,r-devel-linux-x86_64-debian-clang,1.3,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
bqtl,r-devel-linux-x86_64-debian-clang,1.0-33,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
Cairo,r-devel-linux-x86_64-debian-clang,1.6-0,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
catnet,r-devel-linux-x86_64-debian-clang,1.15.7,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
cclust,r-devel-linux-x86_64-debian-clang,0.6-24,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
clusterCrit,r-devel-linux-x86_64-debian-clang,1.2.8,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
date,r-devel-linux-x86_64-debian-clang,1.2-39,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
dblcens,r-devel-linux-x86_64-debian-clang,1.1.7,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
deal,r-devel-linux-x86_64-debian-clang,1.2-39,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
dequer,r-devel-linux-x86_64-debian-clang,2.0-2,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
devoid,r-devel-linux-x86_64-debian-clang,0.1.1,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
emdist,r-devel-linux-x86_64-debian-clang,0.3-2,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
emoa,r-devel-linux-x86_64-debian-clang,0.5-0.1,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
expint,r-devel-linux-x86_64-debian-clang,0.1-7,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
FGSG,r-devel-linux-x86_64-debian-clang,1.0.2,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
flexiblas,r-devel-linux-x86_64-debian-clang,3.1.0,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
float,r-devel-linux-x86_64-debian-clang,0.3-0,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
GenSA,r-devel-linux-x86_64-debian-clang,1.1.7,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
gensvm,r-devel-linux-x86_64-debian-clang,0.1.6,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
getip,r-devel-linux-x86_64-debian-clang,0.1-0,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
gettz,r-devel-linux-x86_64-debian-clang,0.0.4,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
gllm,r-devel-linux-x86_64-debian-clang,0.37,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
glpkAPI,r-devel-linux-x86_64-debian-clang,1.3.3,devel,linux,x86_64,debian-clang,NA,r83023,2022-10-08 23:10:08
